BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
2.560278223105744,-2.5020165799880205,2.629286710089688,-2.440619919185746,7.458600570243719,-0.021738251466349404,35.4967553370625,9.552057285768505,1.481851342542223,920.212734069364,23.80275414050484,18.7902961860666,21.196581269103422,15.658163615099646,11.614633766575617,14.213975477565535,9.715590319398927,11.66349167753742,8.047820797703325,8.914991058332468,6.576833520912826,7.662627713326064,20.019903581818888,19.146408674508102,0.0,5.41499046939678,54.77357129645992,32.10410811463005,16.02681271424447,0.0,12.13273413692322,12.990104268152233,32.4624898959769,519.134429734,1.1818181818181819,1.9090909090909092,2.5757575757575757,0.6956521739130435,-0.8199999999999998,33.0,488.13400000000024,21654041.56712071,25.278225935261553,10.041946788253536,5.239993142531062,204.51098246554292,12.497683307901248,0.46936675617091766,12.497683307901248,0.46936675617091766,0.2048008166041695,0.4101973174928946,-4.503717254609207,-0.4101973174928946,5.299000000000006,127.01310000000002,520.3900000000003,2.0,7.0,3.0,0.0,3.0,1.0,0.0,1.0,4.0,2.0,10.0,0.0,7.0,2.0,0.0,2.0,184.0,19.423595890155475,5.749511833283905,0.0,0.0,0.0,13.915937194070587,4.5237471617118175,9.35958546900315,0.0,23.20187978046503,12.990104268152233,84.95327546575425,24.84951970176583,6.103966387748303,4.0,28.40701879001997,37.11781697453562,0.0,4.899909730850478,17.250802561719567,57.47053937115638,24.84951970176583,29.32600418877882,0.0,5.749511833283905,4.736862953800049,4.794537184071822,5.749511833283905,31.0245769035972,51.73345909680798,15.509617069569156,17.250802561719567,56.07265434387605,18.19910120538483,0.0,0.0,0.0,96.3,22.3274253009536,11.57688377836313,32.73484280107,0.0,2.321340025792461,2.4371382169535343,5.9260553605901425,4.545020072378253,2.912789476285859,-4.503717254609207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37442337569212464
2.2732618230470636,-2.3399691252250068,2.3088496698827248,-2.489208560607195,6.302581716481604,-0.1444655468445661,35.49569347055326,10.079901150110391,1.0237955393628273,2058.149998359743,43.01972184338276,35.25206717716985,36.0079961231883,29.01880940374466,20.912380250236026,21.29034472324525,15.005084847378257,15.441520627850242,10.74972741968076,11.001703735020246,7.505648594976564,7.631636752646307,12.011146117099809,23.97268592035911,0.0,56.16707327381023,64.72821917524467,50.951649489879685,0.0,71.17411053607385,38.970312804456704,15.116608065707286,25.811528751632665,843.3973914960001,0.8,1.45,2.1,0.45652173913043476,-5.239999999999998,60.0,785.9859999999998,14440985235051.969,45.8372321649928,22.94437400416696,12.637187752476995,357.4099274015917,13.613482316795972,0.4967429595173991,13.613482316795972,0.3098927036240834,0.008729690504005516,0.3098927036240834,-0.8301959472193923,-0.4967429595173991,6.164220000000006,231.61869999999925,844.45,1.0,13.0,0.0,1.0,1.0,3.0,1.0,4.0,11.0,1.0,14.0,0.0,21.0,0.0,1.0,1.0,322.0,29.327196927107433,18.398234626944785,0.0,5.907179729351506,11.814359458703011,11.938610575903699,33.439695299000945,0.0,0.0,0.0,43.64751549499859,92.76777879924617,86.00856137667517,25.65420184633272,5.0,38.18327478175925,52.16401458627179,0.0,24.58361744434912,0.0,65.3379821657759,72.68161271760397,100.20332060522013,0.0,5.749511833283905,10.05365155780638,0.0,5.749511833283905,11.600939890232516,127.65043215105295,30.27815908274157,6.923737199690624,77.9249393520944,72.79640482153933,5.022633313741326,10.902924932081056,0.0,139.72000000000003,18.310029710841285,6.054802383735476,72.2492253764603,4.147725788066101,2.981648801673079,-0.9093037211249233,20.079187234489865,2.4383000399629147,12.183883232453999,1.57561226455302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07665211854037511
2.387723532490396,-2.2368951702257145,2.4337787201324437,-2.2505908069645697,6.309332222574345,-0.3926102492744834,35.49569211429599,10.081021982815617,2.725550042719448,881.3358721418774,21.223250160202095,14.165421221722687,14.921350167741142,12.967451478427218,7.687861497162269,8.065825970171497,5.589471482694932,5.996671609435536,3.899012225014969,4.253122121893229,2.5934166634307405,2.8161861489160738,51.01050817778498,37.79029672823042,0.0,29.263575348274117,0.0,10.966276799312087,19.056471336613843,0.0,0.0,0.0,11.600939890232516,421.0452464239999,1.1071428571428572,1.6428571428571428,2.0357142857142856,0.25,-2.9499999999999997,28.0,409.63800000000003,825222.6806620985,21.35120726050965,7.966212724107353,4.300278912667481,159.97945873693703,14.07384847148736,0.4164144436682151,14.07384847148736,0.4164144436682151,0.03178907365415218,0.35612279115262635,-5.027836327917046,-0.35612279115262635,5.340800000000003,92.88680000000004,421.7340000000001,0.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,150.0,4.899909730850478,5.817220841045895,5.687386274683562,0.0,11.374772549367124,6.176298517443475,20.228636537531145,4.39041504767482,13.171245143024459,0.0,17.667306958694127,19.056471336613843,35.808331754186696,15.410073589332338,2.0,27.40828228833462,28.6630987142832,0.0,0.0,0.0,19.644792123046674,11.444666136763054,72.5272290180204,0.0,0.0,4.899909730850478,34.62381901474997,0.0,11.600939890232516,16.391378503547916,12.72105492335605,26.04585737857704,18.050640183084614,30.33183534230805,5.022633313741326,0.0,0.0,89.51999999999998,53.12258677573161,5.924588272900562,21.471764263318498,22.710713095937965,-4.52719367196467,-0.76095574032082,4.176978685362524,-5.027836327917046,0.9371324247291506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3565164556015876
2.2268910563571542,-2.2451943454447156,2.2022231803175147,-2.2785975001442846,5.869733570352593,-0.1473971132564424,16.55291374258485,9.990214244780384,2.592783089598653,521.7571522187617,15.717332181807452,13.133969347194004,13.133969347194004,9.949307503318424,7.181139881452338,7.181139881452338,5.502053809596524,5.502053809596524,3.170305441926824,3.170305441926824,1.8344359400244872,1.8344359400244872,5.601050810983688,4.794537184071822,0.0,5.969305287951849,0.0,18.405094737549014,11.64912463690315,12.152040213667762,37.255572541998674,26.502430189813627,4.736862953800049,284.177630008,1.2857142857142858,1.9523809523809523,2.5238095238095237,0.3157894736842105,-2.0899999999999994,21.0,260.20699999999994,35846.30108024306,16.962882072977262,8.253446604484292,6.753067942485947,127.38190883965078,11.91569035021416,0.45195834423733533,11.91569035021416,0.3311251191468984,0.34865457294028723,0.3311251191468984,-0.6348599300831448,-0.45195834423733533,4.934100000000004,88.83500000000005,284.39900000000006,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,112.0,4.736862953800049,5.601050810983688,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,48.559895662809694,51.32834655028864,6.076020106833881,0.0,1.0,9.53140013787187,12.045325394785731,0.0,0.0,0.0,39.21390565590758,0.0,66.27538736817445,0.0,0.0,0.0,0.0,0.0,0.0,11.570356098935537,9.53140013787187,0.0,39.17630633662088,60.711935876477455,0.0,6.076020106833881,0.0,26.3,5.517645738851096,0.0,11.91569035021416,0.0,1.5975562216619772,-0.34865457294028723,9.667495677630543,8.62752359604948,9.772742988533032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40277608554996397
2.265332872467603,-2.2713936906985492,2.4237173540343844,-2.1867144179892173,6.374304129021261,0.4742677624679659,35.49902072865722,9.778808104205696,2.614907029381243,605.3051847914574,15.9472292782632,11.215686159795329,14.239401943869149,9.640771541371617,6.012543618276916,7.524401510313827,5.201997989883382,6.830798496845806,3.4771642775253087,4.629626232897927,2.0193827495754477,2.9935091311012,5.41499046939678,10.213054789681411,0.0,31.589556921533116,0.0,11.126902983393991,0.0,24.26546827384644,13.847474399381248,0.0,46.40375956093006,363.95914034399993,0.6666666666666666,0.9047619047619048,1.1428571428571428,0.2,-0.8000000000000002,21.0,353.9750000000001,32882.339695097704,16.568458526165895,5.7698940339671925,3.0436213991769536,142.38485608066952,9.652492861342068,0.5048268904485068,9.652492861342068,0.15227277629206779,0.1530978975952515,0.15227277629206779,-0.5258333333333332,-0.5048268904485068,6.037300000000004,88.3816,366.071,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,112.0,10.213054789681411,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.25123396031132,35.392371257240434,5.41499046939678,20.090533254965305,2.0,10.213054789681411,46.40375956093006,0.0,0.0,0.0,19.26246486877803,0.0,55.48290451220573,0.0,11.49902366656781,0.0,0.0,11.49902366656781,46.40375956093006,10.213054789681411,5.41499046939678,0.0,24.974377382775238,24.26546827384644,20.090533254965305,0.0,0.0,40.46,0.0,23.89526105092242,0.0,19.977382842025705,1.044765054169817,-0.3061957951905032,6.545379188712522,0.0,3.871185437137818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6807194645147285
2.182282729062009,-2.0524150655609894,2.215011239837074,-2.12677676790106,7.923164501696415,0.42984133968101174,32.23327116817943,10.278522014634538,2.327592361324992,659.3419266315426,13.336498814253964,9.96695810330354,10.783454684231266,8.39868403267067,5.211929092254895,6.695092339849286,3.8966429817300456,5.579045223139565,2.574622477876861,3.921514589939969,1.3384655134836343,2.3851377194804297,10.023291153407584,8.417796984328938,0.0,10.779665677378784,16.944765761229018,0.0,24.26546827384644,13.847474399381248,0.0,9.878758121577533,10.256762414135533,267.067762276,1.2222222222222223,1.8333333333333333,2.3333333333333335,0.18181818181818182,-2.0199999999999996,18.0,254.20599999999996,11425.168940911899,12.437269065941917,4.337583644907168,2.3030302240964393,104.83424387818272,12.034654195011338,0.39872771712743776,12.034654195011338,0.2637539767525486,0.1158824640967504,0.2637539767525486,-3.678564814814814,-0.39872771712743776,1.67444,67.63990000000003,267.31,3.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,7.0,0.0,3.0,0.0,0.0,0.0,96.0,10.256762414135533,0.0,0.0,5.884182201861009,10.023291153407584,0.0,0.0,13.139891848781026,0.0,0.0,5.156663257125445,38.112942673227685,11.250837766380558,10.589411470366237,2.0,12.940891921302285,21.594859629952154,0.0,5.156663257125445,0.0,18.742957874899023,10.455762341614273,35.5228477603919,0.0,0.0,10.455762341614273,11.57156847654457,0.0,0.0,13.574460241454382,10.023291153407584,13.847474399381248,11.257379486545457,33.68404668633756,0.0,0.0,0.0,98.22,31.32584270282187,0.0,0.1158824640967504,3.6861661207692955,7.3114692180948495,0.12900462962962966,5.895401549508692,0.0,3.4647981298937287,-3.678564814814814,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8241959038664723
2.149946811853355,-2.1969377975164632,2.2592451744561806,-2.1760638344169467,5.539360955466813,-0.11079325156406757,16.280989763089746,9.874566351141171,2.231519597710934,235.41073293730346,11.311554787871636,9.830153380651986,9.830153380651986,7.010149914563001,5.866722569245051,5.866722569245051,5.19889989984812,5.19889989984812,3.0244394785294206,3.0244394785294206,2.007465158733565,2.007465158733565,5.601050810983688,9.901064578912528,0.0,5.917906046161393,0.0,44.81109026068562,5.573104530069267,0.0,13.847474399381248,6.076020106833881,0.0,210.161979944,1.6,2.3333333333333335,2.8,0.7692307692307693,-0.6300000000000001,15.0,188.14099999999996,1847.776283346782,12.439589422407792,5.452699510576978,5.121934543344645,92.37887806711514,10.549770501213954,0.39047179825916556,10.549770501213954,0.12288948660555035,0.2528081301965228,0.12288948660555035,-0.5411126464474676,-0.39047179825916556,2.8530000000000015,61.636800000000044,210.31699999999998,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,86.0,9.901064578912528,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64912463690315,52.37240413693732,5.917906046161393,5.601050810983688,1.0,9.901064578912528,6.286160523129555,0.0,0.0,5.917906046161393,57.973454947921,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,16.99373872895395,4.794537184071822,5.917906046161393,52.37240413693732,11.64912463690315,0.0,0.0,0.0,37.3,0.0,0.0,10.549770501213954,9.561452352928724,0.9286558720710512,0.2528081301965228,0.0,9.25359796233308,3.7037151812566673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5593683378002619
2.742138951990582,-2.5893729721697643,2.6871703245916616,-2.6200917884511883,6.009553872753654,-0.15454623372883688,16.53741496914596,9.455827884453166,1.556268881101802,996.3911784632876,23.05167728494828,19.09000470276898,19.09000470276898,15.025365235921862,11.548123215529404,11.548123215529404,10.654546507704042,10.654546507704042,9.168785852052386,9.168785852052386,7.9658854025263555,7.9658854025263555,29.131153785228584,19.49013894705617,0.0,41.34208046512375,18.73938859020963,18.414747775921285,6.923737199690624,19.075777413358384,6.076020106833881,13.847474399381248,14.466130640235768,441.215137712,1.34375,2.09375,2.8125,0.68,-2.28,32.0,410.27600000000024,14931244.858239064,21.559691605841984,6.859594494321447,2.631646764069116,187.49071293853464,13.549009042162677,0.47486390371326626,13.549009042162677,0.3025653494544948,0.008976219779565975,0.3025653494544948,-1.154224956958092,-0.47486390371326626,2.5632,115.74180000000007,441.52400000000017,1.0,7.0,4.0,1.0,5.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,3.0,3.0,0.0,3.0,172.0,14.580253302440804,6.103966387748303,23.826797507618814,5.783244946364939,0.0,5.969305287951849,14.383611552215466,4.992404732635669,0.0,0.0,25.496599036284397,49.67113879769458,30.595361384336204,6.103966387748303,5.0,28.963864854656265,23.43354052503934,0.0,0.0,33.576103809913405,71.12509331834649,6.606881964512918,23.80116485057091,0.0,0.0,0.0,0.0,0.0,0.0,52.89380791227291,23.85733745981556,28.58369907727774,53.378235290466534,28.793569583206576,0.0,0.0,0.0,102.26000000000002,11.156458808566807,0.0,41.70799334390616,11.554912577685394,-1.0418748462169276,-0.013955320139483085,0.0,7.0061048542265585,6.880360581971488,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756078663027949
2.2202650630534535,-2.2200085316889027,2.3561758253759852,-2.1318622339728313,6.307226665738252,0.4398900846227873,35.49569145198242,9.848180665426963,2.2358728674958828,862.201933366463,16.068549621822843,13.053570200957191,13.809499146975645,10.253038761063381,7.126143837596367,7.504108310605595,6.552693412567219,6.989129193039204,3.5999942941596252,3.835091396947364,2.479290360201333,2.6456339152426294,0.0,5.106527394840706,0.0,11.164502302680685,16.226720306041152,16.643603701010253,4.796506222499014,12.13273413692322,25.122838405075452,30.968575215673948,11.600939890232516,315.113839876,1.0454545454545454,1.7272727272727273,2.409090909090909,0.29411764705882354,-2.0699999999999994,22.0,297.66,89876.96420807626,14.85016445810978,4.987857320300901,2.5457829210203036,133.88770741466902,10.655149736849474,0.5053027210235412,10.655149736849474,0.14632506388801697,0.16593555786512137,0.14632506388801697,-0.16593555786512137,-0.5053027210235412,4.3854200000000025,88.97680000000003,315.8040000000001,1.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,114.0,5.106527394840706,22.470299543199992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99386983910109,38.438518557766,42.16764743463084,10.586084805438322,0.0,3.0,5.106527394840706,22.634341325465037,0.0,14.99386983910109,0.0,33.10993926815928,0.0,46.48137163944337,0.0,11.436898107967467,0.0,0.0,5.749511833283905,11.600939890232516,20.100397233941795,5.41499046939678,6.923737199690624,31.898114582465865,30.33183534230805,5.022633313741326,16.720787709916088,0.0,50.94,0.0,5.989087787012569,1.4708024691358024,20.13552593362448,3.782748794476639,0.2125028344671207,9.236263201268162,0.0,8.200846757793006,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7244476298617764
2.651485364479411,-2.5599430315689795,2.665925780511763,-2.54589499806425,5.955559637287998,-0.1702364420056637,16.555187319996485,9.491460192809422,1.6598128746257474,732.3957175505843,19.2338400397525,16.538986417744326,16.538986417744326,12.998279207472043,10.587221802428207,10.587221802428207,9.080674907332158,9.080674907332158,8.44539047588415,8.44539047588415,7.4549042332640125,7.4549042332640125,5.601050810983688,4.794537184071822,0.0,11.384295757348628,23.671624184645573,57.078257986178784,18.9176633526859,0.0,0.0,24.07590435213069,16.3674658741976,369.230393852,1.2962962962962963,2.111111111111111,2.7777777777777777,0.7391304347826086,-1.7599999999999998,27.0,338.25700000000006,1765186.2595909657,18.596242325995714,6.689206857875341,2.5746852499075747,161.9729373571978,11.869415983356244,0.4454110626628974,11.869415983356244,0.3036729198099733,0.06727351820357796,0.3036729198099733,-0.719626043816159,-0.4454110626628974,4.714500000000005,104.25450000000005,369.5050000000001,1.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,2.0,3.0,0.0,3.0,146.0,9.94411597857734,0.0,5.601050810983688,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,6.423349895620259,23.572988775366074,87.53503889781355,12.338727669087405,5.711685002770702,4.0,14.738653162649161,11.680990290722551,0.0,0.0,34.24232738079289,77.23591981669904,0.0,11.64912463690315,0.0,12.343784214475903,0.0,0.0,0.0,0.0,22.489294126483532,9.53140013787187,41.43039886851825,71.63486900571536,16.80483736365369,0.0,0.0,0.0,58.89,5.896762695627686,0.0,11.869415983356244,12.589909787226151,1.5334543389210602,5.2497542792771865,0.0,17.477367218156605,3.7166690307684034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3316970024889565
