BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FractionCSP3,HallKierAlpha,Kappa3,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,NumAliphaticCarbocycles,NumAromaticRings,NumRadicalElectrons,NumSaturatedCarbocycles,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA10,SMR_VSA2,SMR_VSA4,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,VSA_EState1,VSA_EState10,VSA_EState6,VSA_EState8,VSA_EState9,fr_ArN,fr_Ar_COO,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,BertzCT,FpDensityMorgan2,MaxAbsPartialCharge,MinAbsPartialCharge,NOCount,NumSaturatedHeterocycles,PEOE_VSA12,SMR_VSA6,SlogP_VSA3,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,fr_Al_COO,fr_Ar_N,fr_benzene,fr_phenol_noOrthoHbond,fr_phos_ester
2.560278223105744,-2.5020165799880205,2.629286710089688,-2.440619919185746,7.458600570243719,-0.0217382514663494,35.4967553370625,9.552057285768504,1.481851342542223,0.0,5.41499046939678,54.77357129645992,32.10410811463005,16.02681271424447,0.0,12.13273413692322,12.990104268152232,32.4624898959769,0.6956521739130435,-0.8199999999999998,5.239993142531062,12.497683307901248,0.2048008166041695,-4.503717254609207,5.299000000000006,3.0,1.0,0.0,2.0,0.0,0.0,13.915937194070588,9.35958546900315,0.0,23.20187978046503,12.990104268152232,84.95327546575425,24.84951970176583,6.103966387748303,4.0,37.11781697453562,0.0,17.250802561719567,29.32600418877882,5.749511833283905,4.794537184071822,5.749511833283905,31.0245769035972,17.250802561719567,56.07265434387605,18.19910120538483,0.0,0.0,22.3274253009536,11.57688377836313,5.926055360590143,2.912789476285859,-4.503717254609207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3744233756921246,920.212734069364,1.9090909090909087,0.4693667561709176,0.4101973174928946,7.0,0.0,0.0,24.84951970176583,15.509617069569156,32.73484280107,0.0,2.321340025792461,2.4371382169535343,0.0,0.0,1.0,0.0,1.0
2.273261823047064,-2.3399691252250068,2.3088496698827248,-2.489208560607195,6.302581716481604,-0.1444655468445661,35.49569347055326,10.079901150110391,1.0237955393628273,0.0,56.16707327381023,64.72821917524467,50.951649489879685,0.0,71.17411053607385,38.970312804456704,15.116608065707286,25.811528751632665,0.4565217391304347,-5.239999999999998,12.637187752476995,13.613482316795972,0.0087296905040055,-0.8301959472193923,6.164220000000006,0.0,4.0,0.0,0.0,0.0,11.814359458703011,11.9386105759037,0.0,0.0,0.0,43.64751549499859,92.76777879924616,86.00856137667517,25.65420184633272,5.0,52.16401458627179,0.0,0.0,100.20332060522011,5.749511833283905,0.0,5.749511833283905,11.600939890232516,6.923737199690624,77.9249393520944,72.79640482153933,5.022633313741326,10.902924932081056,18.310029710841285,6.054802383735476,20.079187234489865,12.183883232454,1.57561226455302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0766521185403751,2058.149998359743,1.45,0.4967429595173991,0.3098927036240834,13.0,1.0,5.907179729351506,72.68161271760397,30.27815908274157,72.2492253764603,4.147725788066101,2.981648801673079,-0.9093037211249232,0.0,1.0,3.0,0.0,0.0
2.387723532490396,-2.2368951702257145,2.433778720132444,-2.2505908069645697,6.309332222574345,-0.3926102492744834,35.49569211429599,10.081021982815615,2.725550042719448,0.0,29.26357534827412,0.0,10.966276799312087,19.056471336613843,0.0,0.0,0.0,11.600939890232516,0.25,-2.95,4.300278912667481,14.07384847148736,0.0317890736541521,-5.027836327917046,5.340800000000003,0.0,2.0,0.0,0.0,5.687386274683562,11.374772549367124,6.176298517443475,4.39041504767482,13.17124514302446,0.0,17.667306958694127,19.056471336613843,35.808331754186696,15.410073589332338,2.0,28.6630987142832,0.0,0.0,72.5272290180204,0.0,34.62381901474997,0.0,11.600939890232516,26.04585737857704,18.050640183084614,30.33183534230805,5.022633313741326,0.0,53.12258677573161,5.924588272900562,4.176978685362524,0.9371324247291506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3565164556015876,881.3358721418774,1.6428571428571428,0.4164144436682151,0.3561227911526263,7.0,0.0,0.0,11.444666136763054,12.72105492335605,21.471764263318494,22.710713095937965,-4.52719367196467,-0.76095574032082,0.0,0.0,2.0,0.0,0.0
2.2268910563571542,-2.245194345444716,2.2022231803175147,-2.2785975001442846,5.869733570352593,-0.1473971132564424,16.55291374258485,9.990214244780384,2.592783089598653,0.0,5.969305287951849,0.0,18.40509473754901,11.64912463690315,12.152040213667762,37.255572541998674,26.502430189813627,4.736862953800049,0.3157894736842105,-2.0899999999999994,6.753067942485947,11.91569035021416,0.3486545729402872,-0.6348599300831448,4.934100000000004,0.0,1.0,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,48.559895662809694,51.32834655028864,6.076020106833881,0.0,1.0,12.045325394785731,0.0,0.0,66.27538736817445,0.0,0.0,0.0,0.0,0.0,39.17630633662088,60.711935876477455,0.0,6.076020106833881,5.517645738851096,0.0,9.667495677630544,9.772742988533032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4027760855499639,521.7571522187617,1.9523809523809523,0.4519583442373353,0.3311251191468984,2.0,0.0,0.0,0.0,9.53140013787187,11.91569035021416,0.0,1.5975562216619772,-0.3486545729402872,0.0,0.0,1.0,0.0,0.0
2.265332872467603,-2.271393690698549,2.4237173540343844,-2.1867144179892173,6.374304129021261,0.4742677624679659,35.49902072865722,9.778808104205696,2.614907029381243,0.0,31.58955692153312,0.0,11.126902983393991,0.0,24.26546827384644,13.847474399381248,0.0,46.40375956093006,0.2,-0.8000000000000002,3.0436213991769536,9.652492861342068,0.1530978975952515,-0.5258333333333332,6.037300000000004,0.0,2.0,0.0,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,60.25123396031132,35.392371257240434,5.41499046939678,20.090533254965305,2.0,46.40375956093006,0.0,0.0,55.48290451220573,11.49902366656781,0.0,11.49902366656781,46.40375956093006,0.0,24.97437738277524,24.26546827384644,20.090533254965305,0.0,0.0,23.89526105092242,6.545379188712522,3.871185437137818,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6807194645147285,605.3051847914574,0.9047619047619048,0.5048268904485068,0.1522727762920677,2.0,0.0,0.0,0.0,5.41499046939678,0.0,19.977382842025705,1.044765054169817,-0.3061957951905032,0.0,0.0,2.0,2.0,0.0
2.182282729062009,-2.0524150655609894,2.215011239837074,-2.12677676790106,7.923164501696415,0.4298413396810117,32.23327116817943,10.278522014634538,2.327592361324992,0.0,10.779665677378784,16.944765761229018,0.0,24.26546827384644,13.847474399381248,0.0,9.878758121577532,10.256762414135531,0.1818181818181818,-2.02,2.3030302240964398,12.034654195011338,0.1158824640967504,-3.678564814814814,1.67444,0.0,2.0,0.0,0.0,0.0,10.023291153407584,0.0,13.139891848781026,0.0,0.0,5.156663257125445,38.112942673227685,11.250837766380558,10.589411470366237,2.0,21.594859629952158,0.0,0.0,35.5228477603919,0.0,11.57156847654457,0.0,0.0,13.847474399381248,11.257379486545457,33.68404668633756,0.0,0.0,31.32584270282187,0.0,5.895401549508692,3.4647981298937287,-3.678564814814814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8241959038664723,659.3419266315426,1.8333333333333333,0.3987277171274377,0.2637539767525486,6.0,0.0,5.884182201861009,10.455762341614273,10.023291153407584,0.1158824640967504,3.686166120769296,7.3114692180948495,0.1290046296296296,0.0,1.0,1.0,0.0,0.0
2.149946811853355,-2.1969377975164632,2.259245174456181,-2.1760638344169467,5.539360955466813,-0.1107932515640675,16.280989763089746,9.874566351141173,2.231519597710934,0.0,5.917906046161393,0.0,44.81109026068562,5.573104530069267,0.0,13.847474399381248,6.076020106833881,0.0,0.7692307692307693,-0.6300000000000001,5.121934543344645,10.549770501213954,0.2528081301965228,-0.5411126464474676,2.853000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64912463690315,52.37240413693732,5.917906046161393,5.601050810983688,1.0,6.286160523129555,0.0,5.917906046161393,11.64912463690315,0.0,0.0,0.0,0.0,5.917906046161393,52.37240413693732,11.64912463690315,0.0,0.0,0.0,0.0,0.0,3.7037151812566673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5593683378002619,235.41073293730344,2.333333333333333,0.3904717982591655,0.1228894866055503,2.0,0.0,0.0,0.0,4.794537184071822,10.549770501213954,9.561452352928724,0.9286558720710512,0.2528081301965228,0.0,0.0,0.0,0.0,0.0
2.742138951990582,-2.5893729721697643,2.6871703245916616,-2.6200917884511883,6.009553872753654,-0.1545462337288368,16.53741496914596,9.455827884453166,1.556268881101802,0.0,41.34208046512375,18.73938859020963,18.414747775921285,6.923737199690624,19.075777413358384,6.076020106833881,13.847474399381248,14.466130640235768,0.68,-2.28,2.631646764069116,13.549009042162677,0.0089762197795659,-1.154224956958092,2.5632,4.0,0.0,0.0,3.0,23.826797507618814,0.0,5.969305287951849,4.992404732635669,0.0,0.0,25.4965990362844,49.67113879769458,30.595361384336204,6.103966387748303,5.0,23.43354052503934,0.0,33.576103809913405,23.80116485057091,0.0,0.0,0.0,0.0,28.58369907727774,53.37823529046653,28.793569583206576,0.0,0.0,11.156458808566809,0.0,0.0,6.880360581971488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756078663027949,996.3911784632876,2.09375,0.4748639037132662,0.3025653494544948,7.0,0.0,5.783244946364939,6.606881964512918,23.85733745981556,41.70799334390616,11.554912577685394,-1.0418748462169276,-0.013955320139483,0.0,0.0,0.0,0.0,0.0
2.220265063053453,-2.2200085316889027,2.356175825375985,-2.1318622339728317,6.307226665738252,0.4398900846227873,35.49569145198242,9.848180665426964,2.2358728674958828,0.0,11.164502302680685,16.226720306041152,16.643603701010253,4.796506222499014,12.13273413692322,25.12283840507545,30.968575215673948,11.600939890232516,0.2941176470588235,-2.0699999999999994,2.545782921020304,10.655149736849474,0.1659355578651213,-0.1659355578651213,4.3854200000000025,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99386983910109,38.438518557766,42.16764743463084,10.586084805438322,0.0,3.0,22.63434132546504,0.0,0.0,46.48137163944337,11.436898107967467,0.0,5.749511833283905,11.600939890232516,6.923737199690624,31.898114582465865,30.33183534230805,5.022633313741326,16.720787709916088,0.0,5.989087787012569,9.236263201268162,8.200846757793006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7244476298617764,862.201933366463,1.7272727272727273,0.5053027210235412,0.1463250638880169,4.0,0.0,0.0,0.0,5.41499046939678,1.4708024691358024,20.13552593362448,3.782748794476639,0.2125028344671207,0.0,3.0,2.0,1.0,0.0
2.651485364479411,-2.5599430315689795,2.665925780511763,-2.54589499806425,5.955559637287998,-0.1702364420056637,16.555187319996485,9.491460192809422,1.6598128746257474,0.0,11.384295757348628,23.671624184645573,57.078257986178784,18.9176633526859,0.0,0.0,24.07590435213069,16.3674658741976,0.7391304347826086,-1.7599999999999998,2.5746852499075747,11.869415983356244,0.0672735182035779,-0.719626043816159,4.714500000000005,4.0,0.0,0.0,3.0,5.601050810983688,0.0,5.969305287951849,0.0,0.0,6.423349895620259,23.572988775366078,87.53503889781355,12.338727669087405,5.711685002770702,4.0,11.680990290722551,0.0,34.24232738079289,11.64912463690315,12.343784214475903,0.0,0.0,0.0,41.43039886851825,71.63486900571536,16.80483736365369,0.0,0.0,5.896762695627686,0.0,0.0,3.7166690307684034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3316970024889565,732.3957175505843,2.111111111111111,0.4454110626628974,0.3036729198099733,4.0,0.0,0.0,0.0,9.53140013787187,11.869415983356244,12.589909787226151,1.5334543389210602,5.2497542792771865,0.0,0.0,0.0,0.0,0.0
